BN/Registration number:	Organization name:	Status: 	Type of qualified donee:	Effective date of status:	Sanction 	Designation: 	Charity type: 	Category: 	Address:	City:	Province, territory, outside of Canada:	Country:	Postal code/Zip code:	
892030446RR0001	SISTER CLERMONT HEALTH PLAN INC / PLAN SANTE SOEUR CLERMONT INC	Revoked-Voluntary	Charity	2014-05-24		0001	Relief of Poverty	0001	N-5072-431 TACHÉ AVE 	WINNIPEG	MB	CA	R2H2A6
814507075RR0002	SIX NATIONS HEALTH FOUNDATION INC.	Registered	Charity	2006-10-26		0003	Other purposes beneficial to the community	0110	P.O. BOX 853 	OHSWEKEN	ON	CA	N0A1M0
887495232RR0001	SLOCAN COMMUNITY HEALTH CARE AUXILIARY SOCIETY	Registered	Charity	1997-12-09		0002	Other purposes beneficial to the community	0210	PO BOX 253 	NEW DENVER	BC	CA	V0G1S0
132056367RR0001	SMOKING AND HEALTH ACTION FOUNDATION	Revoked-Failure to File	Charity	2022-10-29		0001	Other purposes beneficial to the community	0160	9 WILLOW AVE 	TORONTO	ON	CA	M5J1Y1
839635273RR0001	SMOKY LAKE HEALTH CENTRE AUXILIARY ASSOCIATION	Revoked-Voluntary	Charity	2022-08-27		0001	Other purposes beneficial to the community	0110	PO BOX 768 	SMOKY LAKE	AB	CA	T0A3C0
119152585RR0001	SNOW LAKE HEALTH AUXILIARY	Registered	Charity	1985-09-10		0001	Other purposes beneficial to the community	0210	PO BOX 116 	SNOW LAKE	MB	CA	R0B1M0
860970771RR0001	SOCIÉTÉ DU MOULIN POUR LA PROMOTION DE LA SANTÉ-CORPORATION DU MOULIN FOR THE PROMOTION OF HEALTH	Revoked-Voluntary	Charity	2022-08-27		0001	Other purposes beneficial to the community	0100	215-2741 RUE CHAMBERLAND 	ROCKLAND	ON	CA	K4K0B8
884536756RR0001	SOCIETY FOR CLINICAL PREVENTIVE HEALTH CARE	Revoked-Failure to File	Charity	2008-05-31		0001	Other purposes beneficial to the community	0110	1626 TRAFALGAR STREET 	VANCOUVER	BC	CA	V6K3R7
129341723RR0001	SOCIETY OF THE AUXILIARY TO ST. MICHAEL'S HEALTH CENTRE	Revoked-Voluntary	Charity	2019-03-02		0001	Other purposes beneficial to the community	0210	15 COUGAR RD N 	LETHBRIDGE	AB	CA	T1H6H3
885937110RR0001	SOLDIERS' MEMORIAL HEALTH AUXILIARY SOCIETY	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	POST OFFICE BOX 24 632 MAIN STREET	MIDDLETON	NS	CA	B0S1P0
118881671RR0001	SOMERSET WEST COMMUNITY HEALTH CENTRE	Registered	Charity	1979-08-10		0001	Relief of Poverty	0001	55, ECCLES STREET 	OTTAWA	ON	CA	K1R6S3
859185803RR0001	SOOKE REGION COMMUNITIES HEALTH NETWORK COOPERATIVE	Registered	Charity	2004-12-07		0001	Other purposes beneficial to the community	0160	PO BOX 642 STN MAIN 	SOOKE	BC	CA	V9Z1H6
137315214RR0001	SOONATS'OONEH HEALTH SOCIETY	Registered	Charity	1997-04-01		0001	Other purposes beneficial to the community	0100	1110 - 4TH AVE. 	PRINCE GEORGE	BC	CA	V2L3J3
122294382RR0001	SOURIS HEALTH AUXILIARY OF THE ASSINIBOINE REGIONAL HEALTH AUTHORITY INC.	Registered	Charity	2006-01-17		0001	Other purposes beneficial to the community	0110	POST OFFICE BOX 303 	SOURIS	MB	CA	R0K2C0
891896060RR0001	SOURIS HEALTH DISTRICT FOUNDATION INC.	Registered	Charity	1997-04-01		0002	Other purposes beneficial to the community	0210	BOX 311 	SOURIS	MB	CA	R0K2C0
119156909RR0001	SOUTH AND CENTRAL HEALTH FOUNDATION	Registered	Charity	1983-07-08		0002	Other purposes beneficial to the community	0210	PO BOX 739 STN MAIN 	GRAND FALLS-WINDSOR	NL	CA	A2A2K2
867385999RR0001	SOUTH BRUCE GREY HEALTH CENTRE	Registered	Charity	1967-01-01		0002	Other purposes beneficial to the community	0100	21 MCGIVERN STREET PO BOX 1300	WALKERTON	ON	CA	N0G2V0
133327882RR0001	SOUTH BRUCE GREY HEALTH CENTRE (S.B.G.H.C.) - KINCARDINE AUXILIARY	Registered	Charity	1991-01-01		0001	Other purposes beneficial to the community	0100	PO BOX 4000 	KINCARDINE	ON	CA	N2Z2Z2
894630599RR0001	SOUTH CENTRAL HEALTH DISTRICT FOUNDATION INC	Revoked-Failure to File	Charity	2002-08-24		0002	Other purposes beneficial to the community	0210	POST OFFICE BOX 2003 	WEYBURN	SK	CA	S4H2Z9
106686306RR0001	SOUTH COAST WELLNESS ADDICTIONS AND MENTAL HEALTH	Registered	Charity	1986-10-15		0001	Other purposes beneficial to the community	0100	1 - 76 VICTORIA ST 	SIMCOE	ON	CA	N3Y1L5
869808550RR0001	SOUTH COUNTRY HEALTH CARE FOUNDATION, INC	Registered	Charity	1999-04-01		0002	Other purposes beneficial to the community	0210	PO BOX 1750 	ASSINIBOIA	SK	CA	S0H0B0
891459646RR0001	SOUTH CUMBERLAND MEMORIAL HEALTH AUXILIARY	Revoked-Voluntary	Charity	2002-11-02		0001	Other purposes beneficial to the community	0110	90 TAYLOR LANE 	FIVE ISLAND	NS	CA	B0M1K0
884260506RR0001	SOUTH EAST HEALTHABILITY SOCIETY INC.	Registered	Charity	2006-08-22		0001	Relief of Poverty	0001	PO BOX 1803 	MOOSOMIN	SK	CA	S0G3N0
107997165RR0001	SOUTH RIVERDALE COMMUNITY HEALTH CENTRE	Registered	Charity	1977-01-01		0001	Other purposes beneficial to the community	0100	955 QUEEN STREET EAST 	TORONTO	ON	CA	M4M3P3
119158483RR0001	SOUTH SHORE HEALTH FOUNDATION	Registered	Charity	1984-01-01		0002	Other purposes beneficial to the community	0210	P.O. BOX 492 	BRIDGEWATER	NS	CA	B4V2X6
862494846RR0001	SOUTH SHORE SEXUAL HEALTH SOCIETY	Registered	Charity	2003-05-27		0001	Other purposes beneficial to the community	0110	1B - 109 LOGAN RD 	BRIDGEWATER	NS	CA	B4V3T3
108225897RR0001	SOUTHLAKE HEALTH	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	596 DAVIS DR 	NEWMARKET	ON	CA	L3Y2P9
131797540RR0001	SOUTHLAKE HEALTH FOUNDATION	Registered	Charity	1978-06-09		0002	Other purposes beneficial to the community	0100	102-581 DAVIS DRIVE 	NEWMARKET	ON	CA	L3Y2P6
107997827RR0001	SOUTHWEST MIDDLESEX HEALTH CENTRE	Registered	Charity	1974-09-16		0001	Other purposes beneficial to the community	0100	22262 MILL RD 	MOUNT BRYDGES	ON	CA	N0L1W0
137869897RR0001	SPIRIT OF THE NORTH HEALTHCARE FOUNDATION	Registered	Charity	1992-04-01		0002	Other purposes beneficial to the community	0210	1475 EDMONTON ST 	PRINCE GEORGE	BC	CA	V2M1S2
118780485RR0001	SPIRITUS VITAE CATHOLIC HEALTH SPONSOR	Registered	Charity	1977-01-01		0001	Other purposes beneficial to the community	0110	250 - 10130 112 ST NW 	EDMONTON	AB	CA	T5K2K4
863419271RR0001	SPIRITWOOD HEALTH COMPLEX FOUNDATION INC.	Revoked-Failure to File	Charity	2025-09-20		0001	Other purposes beneficial to the community	0210	P. O. BOX 69 	SPIRITWOOD	SK	CA	S0J2M0
889216594RR0001	ST ANTHONY'S HEALTH CARE AUXILIARY	Registered	Charity	1992-06-04		0001	Other purposes beneficial to the community	0110	PO BOX 535 	ESTERHAZY	SK	CA	S0A0X0
119183473RR0001	ST JOSEPH'S HEALTH CARE AUXILIARY	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	1176 NICHOLSON RD 	ESTEVAN	SK	CA	S4A0H3
119183390RR0001	ST JOSEPH'S HEALTH CARE FOUNDATION OF LONDON	Registered	Charity	1977-09-01		0002	Other purposes beneficial to the community	0210	268 GROSVENOR ST 	LONDON	ON	CA	N6A4V2
866328578RR0001	ST JOSEPH'S HEALTH CENTRE AUXILIARY - SUDBURY	Revoked-Voluntary	Charity	2025-02-15		0002	Other purposes beneficial to the community	0210	1250 SOUTH BAY RD 	SUDBURY	ON	CA	P3E6L9
874606791RR0001	ST JOSEPH'S HEALTH CENTRE AUXILIARY LONDON	Revoked-Voluntary	Charity	2022-11-19		0002	Other purposes beneficial to the community	0210	268 GROSVENOR ST 	LONDON	ON	CA	N6A4V2
119183382RR0001	ST JOSEPH'S HEALTH CENTRE FOUNDATION OF TORONTO	Registered	Charity	1984-11-27		0002	Other purposes beneficial to the community	0210	30 THE QUEENSWAY 	TORONTO	ON	CA	M6R1B5
889295390RR0001	ST JOSEPH'S HEALTH CENTRE RESEARCH FOUNDATION	Revoked-Failure to File	Charity	1999-07-24		0002	Other purposes beneficial to the community	0210	30 THE QUEENSWAY 	TORONTO	ON	CA	M6R1B5
119183416RR0001	ST JOSEPH'S HEALTH CENTRE VOLUNTEER ASSOCIATION	Revoked-Voluntary	Charity	1997-03-01		0001	Other purposes beneficial to the community	0110	30 THE QUEENSWAY 	TORONTO	ON	CA	M6R1B5
108025792RR0001	ST JOSEPH'S HEALTH CENTRE/PAVILLON SANTE SAINT-JOSEPH	Revoked-Voluntary	Charity	2002-11-02		0001	Other purposes beneficial to the community	0100	525 CAUSLEY ST. PO BOX 970 	BLIND RIVER	ON	CA	P0R1B0
139029839RR0001	ST JOSEPH'S HEALTH SYSTEM	Registered	Charity	1992-04-01		0001	Other purposes beneficial to the community	0100	50 CHARLTON AVE E 	HAMILTON	ON	CA	L8N4A6
893039362RR0001	ST LUCIA HEALTH ASSISTANCE FOUNDATION OF ONTARIO	Revoked-Failure to File	Charity	1999-03-13		0001	Relief of Poverty	0001	1948 LODGE RD 	PICKERING	ON	CA	L1V2S2
889089066RR0001	ST WALBURG HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2014-03-29		0002	Other purposes beneficial to the community	0110	BOX 277 	ST. WALBURG	SK	CA	S0M2T0
118990126RR0001	ST. BARTHOLOMEW'S HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2024-02-24		0001	Other purposes beneficial to the community	0110	302 - 33353 MARSHALL RD 	ABBOTSFORD	BC	CA	V2S8N9
108026139RR0001	ST. JOSEPH'S HEALTH CARE SOCIETY	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	268 GROSVENOR ST ROOM # E4-113	LONDON	ON	CA	N6A4V2
119183671RR0002	ST. JOSEPH'S HEALTH CARE, LONDON	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	268 GROSVENOR ST 	LONDON	ON	CA	N6A4V2
890332372RR0001	ST. JOSEPH'S HEALTH CENTRE FOUNDATION, GUELPH	Registered	Charity	1991-04-01		0002	Other purposes beneficial to the community	0210	100 WESTMOUNT RD 	GUELPH	ON	CA	N1H5H8
870743465RR0001	ST. JOSEPH'S HEALTH CENTRE OF SUDBURY	Registered	Charity	1999-04-01		0001	Other purposes beneficial to the community	0100	1140 SOUTH BAY RD 	SUDBURY	ON	CA	P3E0B6
108026055RR0001	ST. JOSEPH'S HEALTH SERVICES ASSOCIATION OF CHATHAM INCORPORATED	Revoked-Other	Charity	2021-04-10		0001	Other purposes beneficial to the community	0100	402 - 700 RICHMOND ST 	LONDON	ON	CA	N6A5C7
119183549RR0001	ST. JOSEPH'S HEALTHCARE FOUNDATION, HAMILTON	Registered	Charity	1970-04-30		0002	Other purposes beneficial to the community	0210	224 JAMES ST S 	HAMILTON	ON	CA	L8P3A9
894670413RR0001	ST. PETER'S HEALTH SYSTEM	Revoked-Voluntary	Charity	2009-08-22		0001	Other purposes beneficial to the community	0160	OSLER, HOSKIN & HARCOURT LLP BOX 50, 1 FIRST CANADIAN PLACE	TORONTO	ON	CA	M5X1B8
866153471RR0001	ST.ANN'S BAY COMMUNITY HEALTH GROUP SOCIETY	Registered	Charity	2000-04-01		0001	Other purposes beneficial to the community	0110	2033 HIGHWAY 312 	ENGLISHTOWN	NS	CA	B0C1H0
868599762RR0001	ST-JOSEPH'S HEALTH SERVICES ASSOCIATION OF LONDON INCORPORATED, EMPLOYEES' CHARITY FUND	Revoked-Voluntary	Charity	2001-05-19		0003	Other purposes beneficial to the community	0210	268 GROSVENOR STREET 	LONDON	ON	CA	N6A4V2
108008624RR0001	STANTON TERRITORIAL HEALTH AUTHORITY	Revoked-Failure to File	Charity	2021-01-16		0001	Other purposes beneficial to the community	0100	P.O. BOX 10 	YELLOWKNIFE	NT	CA	X1A2N1
746484914RR0001	STEP FORWARD HEALTH SOCIETY	Registered	Charity	2019-06-17		0001	Other purposes beneficial to the community	0110	202 - 4840 DELTA ST 	DELTA	BC	CA	V4K2T6
892694720RR0001	STETTLER HEALTH SERVICES FOUNDATION	Registered	Charity	1999-04-01		0001	Other purposes beneficial to the community	0110	POSTAL BAG 500 	STETTLER	AB	CA	T0C2L0
827676867RR0001	STIGMA-FREE MENTAL HEALTH SOCIETY	Registered	Charity	2010-07-08		0001	Other purposes beneficial to the community	0100	185 - 911 YATES ST 	VICTORIA	BC	CA	V8V4Y9
889045993RR0001	STONEWALL & DISTRICT HEALTH CENTRE AUXILIARY	Revoked-Voluntary	Charity	2023-01-14		0001	Other purposes beneficial to the community	0110	124-622 CENTRE AVE. 	STONEWALL	MB	CA	R0C2Z0
898382189RR0001	STONEWALL & DISTRICT HEALTH CENTRE FOUNDATION INC.	Revoked-Voluntary	Charity	2024-07-13		0002	Other purposes beneficial to the community	0210	PO BOX 3109 	STONEWALL	MB	CA	R0C2Z0
108033788RR0001	STONEWALL AND DISTRICT HEALTH CENTRE	Revoked-Voluntary	Charity	2000-01-22		0001	Relief of Poverty	0001	601 3RD AVE SOUTH 	STONEWALL	MB	CA	R0C2Z0
119257863RR0001	STONY PLAIN AND DISTRICT HEALTH CENTRE AUXILIARY	Registered	Charity	1994-04-16		0001	Other purposes beneficial to the community	0110	4405 SOUTHPARK DRIVE 	STONY PLAIN	AB	CA	T7Z2M7
108034166RR0001	STONY PLAIN-LAC STE ANNE HEALTH UNIT	Revoked-Failure to File	Charity	1997-04-12		0001	Other purposes beneficial to the community	0100	4905-47 AVENUE 	STONY PLAIN	AB	CA	T7Z1S3
119199693RR0001	STRAIT-RICHMOND HEALTH CARE FOUNDATION	Registered	Charity	1980-11-03		0001	Other purposes beneficial to the community	0210	305 NEW RD 	HAVRE BOUCHER	NS	CA	B0H1P0
119199800RR0001	STRASBOURG AND DISTRICT HEALTH CENTER	Registered	Charity	1976-01-01		0001	Other purposes beneficial to the community	0100	BOX 217 	STRASBOURG	SK	CA	S0G4V0
138822069RR0001	STRATHCONA HEALTH CARE FOUNDATION	Revoked-Voluntary	Charity	2003-03-22		0002	Other purposes beneficial to the community	0210	12 BROWER DRIVE 	SHERWOOD PARK	AB	CA	T8H1V3
872527312RR0001	STRATHCONA HEALTH SOCIETY	Registered	Charity	2002-06-27		0001	Other purposes beneficial to the community	0100	601 KEEFER STREET 	VANCOUVER	BC	CA	V6A3V8
898378385RR0001	STRATHMORE DISTRICT HEALTH FOUNDATION	Registered	Charity	1996-04-01		0002	Other purposes beneficial to the community	0210	200 BRENT BLVD 	STRATHMORE	AB	CA	T1P1J9
119214799RR0001	STRATHMORE DISTRICT HEALTH SERVICES AUXILIARY	Registered	Charity	1986-04-01		0001	Other purposes beneficial to the community	0110	200 BRENT BLVD 	STRATHMORE	AB	CA	T1P1J9
119200541RR0001	STREET HEALTH COMMUNITY NURSING FOUNDATION	Registered	Charity	1988-05-19		0001	Other purposes beneficial to the community	0100	338 DUNDAS ST.EAST 	TORONTO	ON	CA	M5A2A1
892561846RR0001	STUDENTS INTERNATIONAL HEALTH ASSOCIATION	Revoked-Failure to File	Charity	2023-11-25		0001	Other purposes beneficial to the community	0100	0-81 STUDENT'S UNION BUILDING 8900 114 STREET	EDMONTON	AB	CA	T6G2R3
890537749RR0001	SUBSTANCE ABUSE PREVENTION,HEALTH RECOVERY AND RESEARCH INS	Revoked-Failure to File	Charity	1999-07-24		0001	Relief of Poverty	0001	100 HICKSON DRIVE 	KITCHENER	ON	CA	N2B2H7
876758525RR0001	SUN PEAKS HEALTH ASSOCIATION	Registered	Charity	2000-01-01		0001	Other purposes beneficial to the community	0120	2305 SUNBURST PL 	SUN PEAKS	BC	CA	V0E5N0
119205896RR0001	SUNNY HILL HEALTH CENTRE FOR CHILDREN	Revoked-Voluntary	Charity	1998-02-28		0001	Other purposes beneficial to the community	0100	3644, SLOCAN ST. 	VANCOUVER	BC	CA	V5M3E8
108051541RR0002	SUNNYBROOK HEALTH SCIENCES CENTRE	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	C128 - 2075 BAYVIEW AVE 	TORONTO	ON	CA	M4N3M5
899209118RR0001	SUNNYBROOK HEALTH SCIENCES CENTRE FOUNDATION	Registered	Charity	2000-12-15		0002	Other purposes beneficial to the community	0210	2075 BAYVIEW AVENUE KGW 01 	TORONTO	ON	CA	M4N3M5
135902708RR0001	SURVIVORS BRIDGE HEALTH SUPPORT NETWORK OF LANARK LEEDS & GRENVILLE	Revoked-Failure to File	Charity	2000-02-05		0001	Relief of Poverty	0001	PO BOX 191 	SMITHS FALLS	ON	CA	K7A4T1
894344175RR0001	SUSSEX HEALTH CENTRE AUXILIARY	Registered	Charity	1969-01-01		0001	Other purposes beneficial to the community	0110	75 A LEONARD DRIVE 	SUSSEX	NB	CA	E4E2P7
134373323RR0001	SUSSEX HEALTH CENTRE SERVICES INC	Registered	Charity	1994-01-05		0002	Other purposes beneficial to the community	0100	75 LEONARD DRIVE 	SUSSEX	NB	CA	E4E2P7
888959798RR0001	SWAN RIVER VALLEY HEALTH AUXILIARY	Registered	Charity	1989-10-10		0001	Other purposes beneficial to the community	0110	PO BOX 1450 	SWAN RIVER	MB	CA	R0L1Z0
898080742RR0001	SWAN VALLEY HEALTH FACILITIES FOUNDATION INC.	Registered	Charity	1995-12-11		0002	Other purposes beneficial to the community	0210	P.O. BOX 1450 	SWAN RIVER	MB	CA	R0L1Z0
866780737RR0001	SWIFT CURRENT COMMUNITY HEALTH CARE RECRUITMENT AND RETENTION COMMITTEE INCORPORATED	Revoked-Voluntary	Charity	2004-05-01		0001	Other purposes beneficial to the community	0110	227 BOCKWOLD COVE 	SASKATOON	SK	CA	S7N4V9
745711002RR0001	Tchad Health Foundation	Registered	Charity	2023-01-01		0001	Other purposes beneficial to the community	0100	QUARTIER NDJARI 	NDJAMENE		TD	
890090046RR0001	Teulon Healthcare Foundation Inc.	Registered	Charity	1993-06-08		0002	Other purposes beneficial to the community	0210	PO BOX 312 	TEULON	MB	CA	R0C3B0
814258653RR0001	Thamesview Family Health Team	Registered	Charity	2016-04-01		0001	Other purposes beneficial to the community	0100	465 GRAND AVENUE WEST 	CHATHAM	ON	CA	N7L1C5
746746015RR0001	The Black Women's Institute for Health	Registered	Charity	2024-10-08		0001	Other purposes beneficial to the community	0110	2000 - 2 SHEPPARD AVE E 	NORTH YORK	ON	CA	M2N5Y7
118816990RR0001	The Brant Community Healthcare System Volunteer Association	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	200 TERRACE HILL ST 	BRANTFORD	ON	CA	N3R1G9
106818610RR0001	The Burin Peninsula Health Care Foundation Inc.	Registered	Charity	1991-10-02		0002	Other purposes beneficial to the community	0210	P.O. BOX 340 	BURIN	NL	CA	A0E1E0
838781573RR0001	The Canadian Centre for Refugee and Immigrant Health Care	Registered	Charity	2015-04-01		0001	Other purposes beneficial to the community	0110	4158 SHEPPARD AVE E 	SCARBOROUGH	ON	CA	M1S1T3
106863491RR0001	The Canadian Mental Health Association Alberta Division and Centre for Suicide Prevention	Registered	Charity	1984-04-01		0001	Other purposes beneficial to the community	0100	990 - 105 12 AVE SE 	CALGARY	AB	CA	T2G1A1
130113525RR0001	The Canadian Mental Health Association Ottawa Branch	Registered	Charity	1976-01-01		0001	Other purposes beneficial to the community	0100	311 MCARTHUR AVE 	VANIER	ON	CA	K1L8M3
105202501RR0001	The Cedars Cancer Foundation at the McGill University HealthCentre / La Fondation du cancer des cèdres au centre universitaire de santé McGill	Registered	Charity	2008-12-12		0002	Other purposes beneficial to the community	0210	1310 GREENE AVENUE #520 	WESTMOUNT	QC	CA	H3Z2B2
837754605RR0001	The Centre for Clergy Care and Congregational Health / Le centre pour le soutien au clergé et l'harmonie au sein des congrégations	Revoked-Failure to File	Charity	2016-05-21		0001	Advancement of Religion	0070	59 ST. GEORGE ST. 	TORONTO	ON	CA	M5S2E6
133597476RR0001	The Colchester East Hants Health Centre Foundation	Registered	Charity	1988-05-31		0002	Other purposes beneficial to the community	0210	600 ABENAKI RD 	TRURO	NS	CA	B2N5A1
747541936RR0001	The Communication Health and Therapy Society	Registered	Charity	2021-05-03		0001	Other purposes beneficial to the community	0100	76 - 51551 RANGE ROAD 212A 	SHERWOOD PARK	AB	CA	T8G1B2
886383603RR0001	The Courtnall Society for Mental Health	Registered	Charity	2003-06-30		0003	Other purposes beneficial to the community	0210	155 - 2223A OAK BAY AVE 	VICTORIA	BC	CA	V8R0A4
800583544RR0001	The Family Planning and Reproductive Health Initiative Inc.	Revoked-Voluntary	Charity	2021-09-18		0003	Other purposes beneficial to the community	0110	32 MANOR PARK CRES 	GUELPH	ON	CA	N1G1A1
795757525RR0001	The Global Alliance for Brain and Heart Health	Registered	Charity	2017-01-01		0001	Advancement of Education	0011	18 CRESCENT AVE 	HALIFAX	NS	CA	B3N1T3
119236222RR0001	The Group Health Centre Trust Fund	Registered	Charity	1979-06-14		0001	Other purposes beneficial to the community	0160	240 MCNABB STREET 	SAULT STE. MARIE	ON	CA	P6B1Y5
771142361RR0001	The Health Research Council for People of African Descent	Registered	Charity	2025-10-06		0001	Advancement of Education	0014	10 - 7186 PARSA ST 	NIAGARA FALLS	ON	CA	L2H3T1
858004724RR0001	The Herbert and District Health - Care Auxiliary	Revoked-Voluntary	Charity	2023-06-17		0001	Other purposes beneficial to the community	0110	215 FAWCETT CRES 	SASKATOON	SK	CA	S7T0G1
846419901RR0001	The Kaleidoscope Mental Health Support Society	Registered	Charity	2023-02-22		0001	Other purposes beneficial to the community	0110	1006 - 3083 E KENT AVE NORTH 	VANCOUVER	BC	CA	V5S4R2
119230092RR0001	The Kensington Health Foundation	Registered	Charity	1978-03-31		0002	Other purposes beneficial to the community	0210	340 COLLEGE STREET SUITE 250	TORONTO	ON	CA	M5T3A9
780659660RR0001	The LiverHealth Foundation of Canada	Revoked-Voluntary	Charity	2025-02-15		0003	Other purposes beneficial to the community	0210	29 ELMER AVE 	TORONTO	ON	CA	M4L3R6
118990100RR0001	The Musquodoboit Valley Memorial Healthcare Auxiliary	Revoked-Voluntary	Charity	2014-06-07		0001	Other purposes beneficial to the community	0110	12634 HWY 224 	CHASWOOD	NS	CA	B0N2H0
754720670RR0001	The Ottawa Hospital Academic Family Health Team Inc. Équipe universitaire de santé familiale de l'Hôpital d'Ottawa Inc.	Registered	Charity	2022-04-01		0001	Other purposes beneficial to the community	0100	210 MELROSE AVE S 	OTTAWA	ON	CA	K1Y4K7
121948038RR0001	The Perley and Rideau Veterans' Health Centre Foundation/La Fondation du Centre de santé Perley et Rideau pour anciens combattants	Registered	Charity	1988-12-23		0002	Other purposes beneficial to the community	0210	1750 RUSSELL RD 	OTTAWA	ON	CA	K1G5Z6
